name,ra,dec,dist_h,ell_maj,ell_min,ell_pa,log_m_hi,log_m_hi_corr,rel,rms,team_release,qflag
WALLABY J104410-270802,161.043180317459,-27.1341195340714,154.5701467763473,4.88969427112252,4.16583571611966,-26.57544954124,9.3932962505096,9.670532155490685,0.834457125162346,0.001572143687512,Hydra TR1,0.0
WALLABY J104414-271548,161.059024702907,-27.2635860059369,156.82510283773155,6.63028580769283,3.93555886146155,-26.0732580685804,9.391698514003549,9.673528960186864,0.967789096868398,0.001591385387359,Hydra TR1,0.0
WALLABY J103812-275607,159.550114447254,-27.9353848572682,40.85189981433871,7.1024213455069,4.62533506767044,26.3815313189041,8.223257904623022,8.505099433769331,0.962117837025293,0.001917191172771,Hydra TR1,0.0
WALLABY J104246-295308,160.691807844214,-29.8856902577471,18.595657327521174,6.28773783407528,4.12915747840533,80.415693012022,7.525141724187432,7.811752351698531,0.972714577364468,0.002000714092543,Hydra TR1,0.0
WALLABY J103407-270622,158.531924961528,-27.1063838611188,169.71792460868068,7.05614274961192,5.46535239809192,-41.2874761402571,9.400670593202365,9.702527261780487,0.607891169454743,0.001552880326664,Hydra TR1,0.0
WALLABY J103954-270559,159.977914023,-27.0998783959172,149.06244482274192,3.82171808452805,3.7278647318917,-73.3255624045855,9.282302342273177,9.586114610889629,0.982890217433442,0.001589036679022,Hydra TR1,0.0
WALLABY J103731-272033,159.380999431611,-27.3427655189623,168.54127526741303,5.37349750879681,4.24112885739211,-77.8951140639959,9.388166039516049,9.692260374660595,0.999996153691412,0.001568072541282,Hydra TR1,0.0
WALLABY J103747-263835,159.448686426451,-26.643248787311,47.813285024353995,7.11276513289644,4.62930136213354,-48.3304965762206,8.286664118574663,8.593263040064448,0.732106912170681,0.001713942983605,Hydra TR1,0.0
WALLABY J103214-261611,158.060265426192,-26.2698075746559,86.86898337528667,8.94566383978442,6.20666962691953,65.5391060008925,8.774683851113956,9.092140661219268,0.98737797642915,0.001986534508129,Hydra TR1,0.0
WALLABY J103530-282232,158.878877298728,-28.3758161866713,50.58286989702376,10.6459321154,8.08919072859771,-52.2993482226323,8.303135148020273,8.621249419513877,0.90076658778647,0.001804277813425,Hydra TR1,0.0
WALLABY J104257-280352,160.740089124173,-28.0646157926259,166.41713515976727,6.0032579691986,3.63105787313936,-28.1107130491448,9.325155066699642,9.647751674216378,0.816696183161789,0.001546367614581,Hydra TR1,0.0
WALLABY J103721-251319,159.341576261178,-25.2220257920665,15.253040051045975,5.353306830728,4.34389589018428,36.4249551735544,7.247841734309484,7.571032840887057,0.974688194545117,0.002214290954449,Hydra TR1,0.0
WALLABY J104503-282709,161.263675218628,-28.4525743500884,162.09319717474008,5.01279959433948,2.93231797235454,12.222470311224,9.276023345879679,9.608307307784607,0.617671003586283,0.001633708393583,Hydra TR1,0.0
WALLABY J103210-273000,158.043906631204,-27.5000625247251,48.249358681391755,4.76497792715883,4.11235858610943,-38.3397730634075,8.221202161837013,8.55433601193121,0.834361314858005,0.001958205371285,Hydra TR1,0.0
WALLABY J103627-255957,159.113095214827,-25.9994276340368,46.21287796183848,5.43055195770469,4.4627795333514,-39.5484983023412,8.14549094748532,8.493181176841995,0.610148244874022,0.001980559955407,Hydra TR1,0.0
WALLABY J103244-280945,158.186588966096,-28.1625769109518,37.822532774375475,4.59720178537918,3.32001023292788,-48.235165698189,7.9700165784224515,8.318268243172104,0.78325765808324,0.001901446386891,Hydra TR1,4.0
