name,team_release,ra,dec,dist_h,log_m_hi_corr,ell_maj_beams_30arcsec,rel,qflag
WALLABY J094622-463856,Vela TR1,146.5939203377487,-46.64899043738142,38.56733807118059,9.758407433479919,4.47842272781,1.0,0.0
WALLABY J094651-444108,Vela TR1,146.7135774774346,-44.68555191656235,270.6319020441023,10.077540569280297,1.47789131703,0.9390597826932426,4.0
WALLABY J094713-444612,Vela TR1,146.805206551714,-44.77025509818867,196.8949069704859,9.728646240960863,1.57034229711,0.7317985172508488,0.0
WALLABY J094723-431306,Vela TR1,146.8494367453696,-43.21851203175993,75.85626180332335,9.19062421342049,1.36896954749,0.881663074880141,0.0
WALLABY J094744-454320,Vela TR1,146.9347576481758,-45.72228613765706,258.0579718693551,10.180651121353348,2.00295765876,0.999999587400718,0.0
WALLABY J094808-473113,Vela TR1,147.037466277839,-47.52034933008797,276.5552978894623,9.955711385864733,1.1643907967,0.8185026073704335,0.0
WALLABY J094811-473133,Vela TR1,147.0492255685027,-47.52602773349246,271.79042293495223,10.037622386258112,1.35094596827,0.994411809881087,4.0
WALLABY J094814-464424,Vela TR1,147.0583437104498,-46.7402628540017,250.03313337156177,9.965669458117677,1.04952825906,0.9097973676156581,4.0
WALLABY J094819-442224,Vela TR1,147.0812049051537,-44.37339081016088,258.9575360463258,10.10467415293024,1.07653149359,0.9515219691745099,0.0
WALLABY J094821-452603,Vela TR1,147.0903045344817,-45.4341811258285,172.89614677100082,9.520626297199446,1.07891929475,0.7454415622446483,0.0
WALLABY J094828-472216,Vela TR1,147.1184038344637,-47.37132820417796,244.0430062611554,10.22216210206271,1.11947518622,0.9999999846183619,0.0
WALLABY J094830-464320,Vela TR1,147.1283309461115,-46.72243601808463,247.84566005981847,10.148419210375375,1.11997599486,0.999993410228174,0.0
WALLABY J094840-452959,Vela TR1,147.1672705781327,-45.49979709712386,192.1300904614795,10.371927787141377,2.14499571703,1.0,0.0
WALLABY J094854-462741,Vela TR1,147.2250438582097,-46.46153535547793,246.00909715126068,10.188480634409677,1.20755793413,0.9999976378720448,0.0
WALLABY J094855-435404,Vela TR1,147.2309957193618,-43.90133377934267,277.9745578131565,10.223548326348908,1.17335127628,0.9982171889200436,0.0
WALLABY J094855-474548,Vela TR1,147.2332840780384,-47.76334152028348,200.60129399002065,9.726631026769883,1.07580706289,0.7433920950429501,0.0
WALLABY J094919-475749,Vela TR1,147.3313894420345,-47.96376325069142,27.560238637308043,9.636825681832978,10.7736792317,1.0,0.0
WALLABY J094920-474006,Vela TR1,147.335440710211,-47.66843740792262,248.5221267990375,9.93243916951469,1.17845366158,0.887314296361432,0.0
WALLABY J094924-454230,Vela TR1,147.3523090441645,-45.70838503257088,75.67282397764176,9.644193261423217,2.23191972465,1.0,0.0
WALLABY J094926-435730,Vela TR1,147.3619471291863,-43.95849299194068,277.77939868630693,10.402274668644676,2.04700333594,0.9999999404220319,0.0
WALLABY J094930-475941,Vela TR1,147.3770442561318,-47.99494069856052,244.2937608781619,9.868930780139197,1.22260542074,0.9984192716311697,0.0
WALLABY J094940-454322,Vela TR1,147.4198354328571,-45.72292326706182,233.54364390099389,10.471721105038917,1.56316318659,1.0,0.0
WALLABY J094944-471059,Vela TR1,147.4335267815356,-47.1830618949566,76.68423339551839,10.021863604182158,3.0390754403,1.0,0.0
WALLABY J094954-485521,Vela TR1,147.4780061470003,-48.92255910239989,24.595789803923285,8.525198848363088,3.51048342494,0.9989136793645736,0.0
WALLABY J094959-481705,Vela TR1,147.4963252870312,-48.2849071270005,74.3145734553682,9.426312546550786,1.30797828424,0.9999998112653407,0.0
WALLABY J095019-441017,Vela TR1,147.5824773999348,-44.17142082231437,276.8681971615815,9.966632016791182,1.4324886997,0.9729125902352339,0.0
WALLABY J095019-452605,Vela TR1,147.5795913974806,-45.43482340449476,173.39496432802747,9.814057195735458,1.3090980083,0.9999900901216608,0.0
WALLABY J095031-461322,Vela TR1,147.6303606131838,-46.22299205194917,193.4490231625191,9.720202469386576,1.61333425747,0.9905015969671052,0.0
WALLABY J095053-432902,Vela TR1,147.7242111755944,-43.48413715888361,38.52811419059513,8.662723471503577,1.43062704889,0.9999999998436857,0.0
WALLABY J095101-451536,Vela TR1,147.7577523216187,-45.26022239238789,161.14231557155583,9.518671870019768,0.860748761191,0.8096269995891293,0.0
WALLABY J095126-452831,Vela TR1,147.8585151340134,-45.47532310448405,173.1042936742638,10.046240908774758,1.34029078592,0.9999999999996287,0.0
WALLABY J095131-440121,Vela TR1,147.8805032684681,-44.02255440292009,186.8902789270424,10.135754518644656,1.74055897307,0.9999999999935264,0.0
WALLABY J095159-443357,Vela TR1,147.9990033619982,-44.56603712799571,275.6105492285777,9.837131036842393,1.273388588,0.8171715049410213,0.0
WALLABY J095205-443809,Vela TR1,148.0234811954695,-44.63590951789838,257.9389560381958,10.07193001891723,1.50582729892,0.9978501395886282,0.0
WALLABY J095211-464251,Vela TR1,148.0486005641718,-46.71440334988169,194.40471162059063,10.38896157277521,1.93075812774,1.0,0.0
WALLABY J095234-475517,Vela TR1,148.1443642063229,-47.92139494617174,246.10179298083307,9.814794938114666,0.872114149229,0.9633292751759185,0.0
