galaxy_id,field_id,release_phase,distance_mpc,logMstar,logMHI,ell_maj_beams,R_HI90,R_dstar,R_HI90_arcsec,R50_r_arcsec,R_dstar_arcsec,kappa_HI,crossfit_phase_bit,crossfit_dropped_source_index,crossfit_n_source_used,crossfit_n_paired_bins,hi_mass_renorm_scale
WALLABY J125652+045727,NGC4808,2,104.941846363,8.89347521981,9.43290889819,1.10549715204,38.6562059628,3.29134814296,38.6562059628,5.52402424884,3.29134814296,11.7447940126,1,,10,5,0.100556346504
WALLABY J125700-171910,NGC5044,2,56.8316080436,9.49989334127,9.8170266954,2.08182523771,66.6475003929,8.77175681109,66.6475003929,14.722051641,8.77175681109,7.59796490352,0,,16,8,0.095872443904
WALLABY J125716+060334,NGC4808,2,205.284312928,10.4014600298,9.85750320437,1.06111574556,34.3183835356,3.78118214727,34.3183835356,6.34613567558,3.78118214727,9.07609900792,0,,12,6,0.110569714323
WALLABY J125718+045929,NGC4808,2,12.628493244,5.98342858397,7.51049845748,1.36772417461,44.3573344112,1.8932573588,44.3573344112,3.17754278946,1.8932573588,23.4291097325,1,,12,6,0.106949634696
WALLABY J125757-130339,NGC5044,2,71.7414541984,10.8812962706,10.0491198196,3.78941302735,108.449811745,13.086471016,108.449811745,21.9636392397,13.086471016,8.28717013258,1,0,24,12,0.0951576052849
WALLABY J125814+033205,NGC4808,2,262.257855532,10.8316193862,10.2622932254,1.54883359013,50.5441423186,4.30097138952,50.5441423186,7.21852238576,4.30097138952,11.7517969177,0,,14,7,0.10485470164
WALLABY J125814+061724,NGC4808,2,50.7209085025,7.47895896109,8.40369058023,1.15024029522,38.8171339611,0.807117804003,38.8171339611,1.35462373694,0.807117804003,48.0935171651,0,0,8,4,0.117533929536
WALLABY J125832-161038,NGC5044,2,76.1592771698,8.90967303825,9.24820192319,1.20490790254,34.7756535991,5.95487753304,34.7756535991,9.9943507835,5.95487753304,5.83986041798,0,,8,4,0.102699817163
WALLABY J125834+054735,NGC4808,2,165.649475001,9.2285761535,9.57895078975,1.67375567183,54.249265776,1.94928838321,54.249265776,3.27158229064,1.94928838321,27.8302924509,0,0,14,7,0.108135108697
WALLABY J125836-161333,NGC5044,2,75.1400037545,9.64070656919,9.17121531121,1.19551517563,41.3146422158,5.79954542232,41.3146422158,9.73364960301,5.79954542232,7.12377250411,1,0,10,5,0.105089582273
WALLABY J125848-114647,NGC5044,2,68.8150642178,9.26843481232,9.0376620058,1.78141739228,58.6444452169,4.71001926667,58.6444452169,7.90504665913,4.71001926667,12.450999008,0,0,16,8,0.116638484314
WALLABY J125851+052229,NGC4808,2,181.475066948,9.9527281253,10.0964752006,2.05778472871,62.0565179531,3.326233606,62.0565179531,5.58257416072,3.326233606,18.6566926151,0,0,20,10,0.10134775499
WALLABY J125855-142319,NGC5044,2,276.726902163,9.41499539574,10.1179216771,1.35264030951,42.5771367966,0.33829756076,42.5771367966,0.567780692831,0.33829756076,125.857061165,0,,10,5,0.111594112318
WALLABY J125910-161749,NGC5044,2,184.628827106,10.0087819559,10.0204389396,1.15787008459,40.0001895602,4.06414217797,40.0001895602,6.82104079139,4.06414217797,9.84222200124,1,,14,7,0.105013366213
WALLABY J125912-124101,NGC5044,2,55.3396911998,8.53505970302,8.99095837616,1.26872306286,44.3898561636,5.30243833585,44.3898561636,8.89933142073,5.30243833585,8.37159309584,0,,16,8,0.0965961245139
WALLABY J125912-182326,NGC5044,2,218.602208787,9.75381691922,9.88998056507,0.98567677498,33.1250013079,2.34030849048,33.1250013079,3.92784971071,2.34030849048,14.1541174775,0,,8,4,0.111412326216
WALLABY J125930-135159,NGC5044,2,199.997005532,9.90174912388,9.8280429395,1.1421690211,33.7894507549,2.32675419888,33.7894507549,3.9051009062,2.32675419888,14.5221402291,1,,14,7,0.108894581071
WALLABY J125931-140755,NGC5044,2,92.1960480962,10.1855148751,9.85790615175,1.82144805665,58.9354722349,8.76704621776,58.9354722349,14.7141456309,8.76704621776,6.72238639685,1,,14,7,0.100222604127
WALLABY J125932-151419,NGC5044,2,20.2834785163,8.23647942162,8.14162273952,1.43221021768,43.2443402063,4.16853353046,43.2443402063,6.99624570362,4.16853353046,10.3739936096,1,,14,7,0.107485728787
WALLABY J125937+070246,NGC4808,2,260.446747821,10.8369403698,9.79652725285,1.15136876023,34.9701508226,8.88343226729,34.9701508226,14.9094818068,8.88343226729,3.93655850244,1,0,12,6,0.144184456406
WALLABY J125939+045140,NGC4808,2,191.388880544,9.45750348429,9.66754856779,1.04993549893,37.4348382602,2.99323240992,37.4348382602,5.02368260562,2.99323240992,12.5064923579,0,0,8,4,0.111205091798
WALLABY J125942-164952,NGC5044,2,19.4993659169,7.39740312706,7.61102942572,1.02862349263,29.639047922,9.74134288365,29.639047922,16.3493535075,9.74134288365,3.04260390749,1,0,8,4,0.121199586153
WALLABY J125943-150804,NGC5044,2,191.620280337,9.28120332061,9.7931700048,1.28013889609,39.851321541,3.03632865323,39.851321541,5.09601305585,3.03632865323,13.1248379514,1,,16,8,0.115543520668
WALLABY J130003-183028,NGC5044,2,196.64193922,9.31682827215,9.94212162359,2.11315038164,68.8937354298,3.46709861073,68.8937354298,5.81899451741,3.46709861073,19.870717036,1,0,16,8,0.114247538232
WALLABY J130004-152151,NGC5044,2,22.6406082377,9.38544349927,8.50020998584,1.6166414542,47.2211899365,15.676364755,47.2211899365,26.3103796009,15.676364755,3.01225384039,1,,16,8,0.106931598181
WALLABY J130010-130042,NGC5044,2,67.7785625222,10.0197773131,8.75885049555,1.10614897757,40.1164487527,6.09546913572,40.1164487527,10.2303122767,6.09546913572,6.58135540669,1,,8,4,0.122166481006
WALLABY J130012+054417,NGC4808,2,207.629197247,10.2712331428,9.70960652138,1.18686968327,41.1021991197,0.940173561622,41.1021991197,1.57793746724,0.940173561622,43.7176717124,1,,10,5,0.119614006752
WALLABY J130016-170140,NGC5044,2,70.1764425333,9.88787982072,9.54946239583,1.2477654337,41.5781196669,5.80786502024,41.5781196669,9.74761277515,5.80786502024,7.15893353616,0,,12,6,0.0944683882373
WALLABY J130018-115758,NGC5044,2,218.263303112,11.0645863502,10.1609765633,1.69910588639,48.5645747448,5.25492096232,48.5645747448,8.81958077988,5.25492096232,9.24173267174,1,,16,8,0.105909960654
WALLABY J130026-151708,NGC5044,2,70.2342066416,11.1908669367,10.2408041236,5.04264635312,159.269348107,12.7899960169,159.269348107,21.4660513174,12.7899960169,12.4526503289,1,0,44,22,0.0949318275952
WALLABY J130029-133942,NGC5044,2,91.4932562464,8.1447383716,9.01908227133,1.04901857325,35.1096823341,2.81510260791,35.1096823341,4.72471898857,2.81510260791,12.471901463,1,,10,5,0.115634843512
WALLABY J130031+083118,NGC4808,2,222.856606286,8.90405827179,10.1926533339,1.38516686261,41.9447610368,2.67155164366,41.9447610368,4.48379065982,2.67155164366,15.7005241266,0,0,12,6,0.105808388439
WALLABY J130034+052831,NGC4808,2,230.69577652,9.37425332922,9.84363558208,1.51153330089,50.1630268532,1.58148487025,50.1630268532,2.65428037174,1.58148487025,31.7189419873,1,0,12,6,0.119036627939
WALLABY J130043+071159,NGC4808,2,239.792558821,9.7547602124,9.76838620184,0.933208634538,35.9193468675,3.00068980276,35.9193468675,5.03619869844,3.00068980276,11.970363226,0,0,8,4,0.116005517977
WALLABY J130043-154253,NGC5044,2,19.7640447906,8.85090445345,8.57822518899,2.69598521029,83.2327958727,22.5569861037,83.2327958727,37.858449731,22.5569861037,3.68988992989,0,0,20,10,0.0992070869367
WALLABY J130043-185429,NGC5044,2,148.718393342,9.24151244717,9.6309737141,1.40313253576,49.8893414649,4.90287211996,49.8893414649,8.22872066497,4.90287211996,10.1755339002,1,0,12,6,0.10856960937
WALLABY J130055+070243,NGC4808,2,263.274458965,10.8899629902,10.2109778701,1.27172101164,40.0400640444,2.32701859265,40.0400640444,3.90554465068,2.32701859265,17.2065939528,0,0,10,5,0.101249337839
WALLABY J130057-172247,NGC5044,2,69.8687216411,8.57327697435,9.33750772299,1.5193699916,46.8196857961,3.02209800303,46.8196857961,5.07212908693,3.02209800303,15.4924445697,1,,16,8,0.0903609749201
WALLABY J130100+025004,NGC4808,2,99.6925106467,9.46739323785,9.44890492067,1.56261412601,49.9020038293,5.52167721753,49.9020038293,9.26729033788,5.52167721753,9.03747210556,0,,14,7,0.108567875894
WALLABY J130108-181149,NGC5044,2,69.0440362435,10.809015556,9.51286442003,1.99216909223,61.0940749591,12.3546083123,61.0940749591,20.7353196738,12.3546083123,4.9450434538,0,0,14,7,0.105309949485
WALLABY J130116+045403,NGC4808,2,205.576446368,9.98125615179,9.82875459879,1.06988052122,33.5409567238,3.67806099022,33.5409567238,6.17306259203,3.67806099022,9.11919536217,0,,12,6,0.113223963324
WALLABY J130121-133904,NGC5044,2,130.943810914,9.45789977619,9.74320290302,1.17510942369,38.501479384,4.41162479073,38.501479384,7.40423718861,4.41162479073,8.72727877151,0,0,10,5,0.106138450569
WALLABY J130121-194538,NGC5044,2,173.671588284,9.23912482061,9.6493815506,1.14872804108,38.9487611524,2.35601808073,38.9487611524,3.95421585422,2.35601808073,16.5316053688,1,0,12,6,0.128949037457
WALLABY J130125+042810,NGC4808,2,101.173919153,8.98205186712,9.34619911634,1.28300572447,41.3512338129,4.60968903341,41.3512338129,7.73665771413,4.60968903341,8.97050397829,0,,12,6,0.101596925272
WALLABY J130130-151321,NGC5044,2,69.2448132286,7.9738588695,9.06663593985,1.22924788727,40.9137032324,1.07865546961,40.9137032324,1.81035816068,1.07865546961,37.9302793015,1,0,12,6,0.104864410555
WALLABY J130132-190935,NGC5044,2,187.865358722,10.7124220899,10.1450585694,1.28541216235,42.3513953446,4.10417480459,42.3513953446,6.88822942979,4.10417480459,10.3191012471,1,,14,7,0.10015510611
WALLABY J130133-192537,NGC5044,2,166.612276591,8.27874577133,9.67273980127,1.16806189038,38.8336800745,1.13087046455,38.8336800745,1.89799304028,1.13087046455,34.3396359635,0,0,8,4,0.113316060276
WALLABY J130139+072923,NGC4808,2,261.849552142,10.3089557392,10.0342194972,1.087876598,35.2883128709,2.0365624535,35.2883128709,3.41805846381,2.0365624535,17.3273904811,1,0,8,4,0.124433327582
WALLABY J130143+040835,NGC4808,2,160.179576893,9.43320666701,9.5988082279,0.985900184956,33.1999253474,2.32362384775,33.1999253474,3.8998470908,2.32362384775,14.2879947542,0,,10,5,0.107113075888
WALLABY J130147+053426,NGC4808,2,233.097400486,9.57334680907,9.88060899519,1.23142494228,41.8995767293,2.79238490236,41.8995767293,4.68659079584,2.79238490236,15.0049431559,1,,12,6,0.103203566882
WALLABY J130148+045931,NGC4808,2,169.094603677,10.7806446277,10.1569706338,1.69405634651,53.7408668401,6.07905573049,53.7408668401,10.2027648874,6.07905573049,8.84033133149,0,0,16,8,0.100184375401
WALLABY J130148-114530,NGC5044,2,84.7819164948,9.88928173146,9.93287751327,2.21392602928,68.3351081745,9.19836402271,68.3351081745,15.4380465706,9.19836402271,7.42905021,0,,22,11,0.101914191577
WALLABY J130152-133135,NGC5044,2,202.213220198,10.1963547261,9.59565898751,1.27235697336,39.4002452641,6.7487909259,39.4002452641,11.3268129367,6.7487909259,5.83811910855,0,0,12,6,0.120620713479
WALLABY J130153-191443,NGC5044,2,164.489441393,9.36642835996,9.84303235999,1.56376134284,48.9207467953,4.09051780378,48.9207467953,6.86530824358,4.09051780378,11.9595486787,1,,16,8,0.0960242418699
WALLABY J130158+030601,NGC4808,2,100.105378898,9.56562730076,9.41172774603,1.52022291214,45.7685187105,11.4187164947,45.7685187105,19.1645684587,11.4187164947,4.0082016864,0,0,14,7,0.110213250091
WALLABY J130158-164401,NGC5044,2,185.70942038,9.11373445744,9.54106563664,1.33214611478,35.6908081086,4.10289574299,35.6908081086,6.88608272061,4.10289574299,8.69893127787,0,,14,7,0.0953292429087
WALLABY J130215-170254,NGC5044,2,84.6634039437,8.30323213785,9.09008184316,1.10093302353,34.0743261614,3.10744013803,34.0743261614,5.21536280231,3.10744013803,10.9654006668,0,,10,5,0.0998941887152
WALLABY J130216+060128,NGC4808,2,210.61109288,9.97175924173,9.89863491051,1.68666816091,56.5381253048,2.3893201317,56.5381253048,4.01010825122,2.3893201317,23.662850597,0,0,14,7,0.114470226053
WALLABY J130216+063321,NGC4808,2,49.9993896446,8.23918161003,8.70169812934,1.44410073691,47.751096079,3.94879457226,47.751096079,6.62744748455,3.94879457226,12.0925753936,0,,14,7,0.104381600111
WALLABY J130223-122031,NGC5044,2,73.3265921181,10.3209361465,9.81918162674,2.14807829035,66.1147658629,7.65926575789,66.1147658629,12.8549056305,7.65926575789,8.63199789024,1,0,22,11,0.099475555661
WALLABY J130224-155038,NGC5044,2,194.769365857,9.1967668765,9.71574051404,1.38579067252,41.4300963213,5.63818151111,41.4300963213,9.46282496834,5.63818151111,7.34813099571,0,0,14,7,0.112752964615
